"age","race","sex","native-country"
47,"White","Male","United-States"
49,"White","Female","United-States"
59,"White","Male","United-States"
22,"White","Female","United-States"
44,"White","Male","United-States"
76,"White","Female","United-States"
50,"White","Male","United-States"
33,"White","Male","United-States"
43,"White","Male","United-States"
27,"White","Female","United-States"
37,"White","Male","United-States"
40,"White","Male","United-States"
49,"Amer-Indian-Eskimo","Female","United-States"
48,"White","Male","United-States"
49,"White","Female","Puerto-Rico"
22,"White","Male","United-States"
42,"White","Female","England"
36,"White","Female","United-States"
30,"Black","Female","United-States"
40,"Amer-Indian-Eskimo","Male","United-States"
42,"White","Male","United-States"
56,"White","Male","Italy"
55,"White","Female","United-States"
25,"White","Male","Mexico"
33,"Asian-Pac-Islander","Female","United-States"
55,"White","Male","United-States"
47,"White","Male","United-States"
23,"White","Female","United-States"
55,"White","Female","Germany"
43,"White","Female","United-States"
31,"White","Male","United-States"
62,"White","Female","United-States"
42,"White","Male","United-States"
38,"White","Male","United-States"
29,"White","Male","United-States"
26,"White","Male","United-States"
26,"White","Female","United-States"
37,"White","Male","United-States"
79,"White","Male","United-States"
61,"White","Male","United-States"
28,"White","Female","Mexico"
60,"White","Male","United-States"
51,"White","Male","United-States"
34,"White","Male","United-States"
35,"White","Male","United-States"
27,"White","Male","United-States"
44,"White","Female","United-States"
25,"White","Female","United-States"
32,"White","Female","United-States"
36,"White","Male","United-States"
27,"White","Male","United-States"
40,"White","Male","United-States"
25,"White","Male","United-States"
41,"White","Male","United-States"
30,"White","Male","United-States"
26,"White","Male","United-States"
52,"Other","Male","Dominican-Republic"
32,"White","Female","United-States"
33,"White","Male","United-States"
35,"White","Male","United-States"
48,"White","Female","United-States"
62,"White","Male","United-States"
40,"Black","Female","United-States"
28,"White","Female","Mexico"
23,"White","Female","United-States"
50,"White","Male","United-States"
51,"White","Female","United-States"
63,"White","Male","United-States"
63,"White","Female","United-States"
40,"White","Male","United-States"
40,"White","Male","United-States"
41,"White","Female","Cuba"
20,"White","Female","United-States"
28,"White","Male","United-States"
35,"White","Male","United-States"
31,"White","Male","United-States"
34,"White","Male","United-States"
57,"White","Male","United-States"
28,"White","Female","United-States"
38,"White","Male","United-States"
37,"White","Male","United-States"
43,"Black","Female","United-States"
26,"White","Male","United-States"
26,"Black","Male","United-States"
27,"White","Male","United-States"
33,"White","Male","United-States"
45,"White","Female","Germany"
65,"White","Male","United-States"
57,"White","Male","United-States"
59,"White","Female","United-States"
18,"White","Male","United-States"
44,"White","Male","United-States"
37,"White","Male","United-States"
27,"White","Male","United-States"
43,"White","Female","United-States"
59,"White","Male","United-States"
19,"White","Male","United-States"
36,"Black","Male","United-States"
68,"White","Male","United-States"
63,"White","Female","United-States"
37,"White","Male","United-States"
46,"White","Female","United-States"
31,"White","Female","Poland"
23,"White","Male","United-States"
22,"White","Male","United-States"
49,"White","Male","United-States"
36,"Black","Female","United-States"
38,"White","Male","United-States"
46,"White","Male","United-States"
24,"White","Female","United-States"
26,"Black","Female","United-States"
47,"Other","Female","Puerto-Rico"
40,"White","Male","United-States"
31,"White","Female","United-States"
42,"White","Male","Mexico"
48,"White","Male","United-States"
56,"Black","Female","United-States"
50,"White","Male","United-States"
17,"White","Male","United-States"
21,"Black","Male","United-States"
50,"White","Female","United-States"
49,"White","Female","United-States"
34,"White","Female","United-States"
32,"White","Male","United-States"
28,"White","Male","United-States"
62,"White","Male","United-States"
23,"White","Male","United-States"
24,"Black","Female","United-States"
31,"White","Female","United-States"
36,"White","Male","United-States"
58,"White","Female","Poland"
39,"White","Male","United-States"
21,"White","Male","United-States"
39,"White","Male","United-States"
21,"White","Female","United-States"
33,"White","Male","United-States"
37,"White","Male","United-States"
29,"White","Female","United-States"
43,"White","Female","Cuba"
22,"White","Male","United-States"
25,"White","Female","United-States"
69,"White","Male","United-States"
17,"White","Female","United-States"
54,"White","Female","United-States"
28,"Other","Male","Ecuador"
27,"White","Female","United-States"
35,"White","Male","United-States"
38,"White","Female","United-States"
33,"White","Male","United-States"
26,"White","Male","United-States"
56,"White","Female","Canada"
38,"Amer-Indian-Eskimo","Male","United-States"
51,"White","Female","Canada"
26,"White","Female","Hungary"
33,"White","Male","United-States"
44,"White","Male","United-States"
36,"White","Female","United-States"
42,"White","Male","United-States"
44,"White","Male","United-States"
44,"White","Male","United-States"
21,"White","Female","United-States"
41,"White","Male","United-States"
41,"White","Male","Canada"
62,"White","Male","United-States"
27,"White","Male","Germany"
38,"White","Male","United-States"
60,"Amer-Indian-Eskimo","Female","United-States"
24,"White","Male","Mexico"
22,"White","Male","United-States"
22,"White","Male","Mexico"
51,"White","Male","United-States"
31,"White","Male","United-States"
42,"White","Male","United-States"
49,"White","Male","United-States"
37,"White","Female","United-States"
37,"White","Male","United-States"
66,"White","Male","United-States"
46,"Black","Female","United-States"
52,"White","Male","United-States"
23,"White","Male","United-States"
67,"White","Male","United-States"
19,"White","Female","United-States"
37,"White","Female","United-States"
42,"White","Male","Italy"
39,"Black","Male","United-States"
54,"White","Male","United-States"
46,"White","Male","United-States"
33,"Black","Female","United-States"
69,"White","Female","United-States"
21,"White","Male","United-States"
27,"Black","Male","United-States"
39,"White","Male","United-States"
23,"Black","Male","United-States"
26,"White","Female","United-States"
42,"Amer-Indian-Eskimo","Female","United-States"
36,"White","Male","United-States"
24,"White","Male","Mexico"
35,"White","Male","Mexico"
42,"Black","Female","United-States"
37,"White","Male","United-States"
41,"White","Male","United-States"
27,"Black","Female","United-States"
42,"White","Male","United-States"
18,"White","Female","United-States"
41,"White","Male","United-States"
31,"White","Male","United-States"
26,"White","Male","United-States"
67,"White","Female","Ecuador"
37,"White","Male","United-States"
51,"White","Male","United-States"
26,"Amer-Indian-Eskimo","Male","United-States"
40,"White","Male","United-States"
25,"White","Male","United-States"
38,"White","Male","United-States"
43,"White","Male","United-States"
23,"White","Female","United-States"
44,"White","Male","United-States"
60,"White","Female","United-States"
38,"White","Female","United-States"
21,"White","Male","United-States"
18,"White","Female","United-States"
49,"Black","Female","United-States"
43,"White","Female","Mexico"
36,"White","Male","United-States"
31,"White","Female","United-States"
38,"White","Female","United-States"
43,"White","Male","United-States"
58,"White","Female","United-States"
55,"White","Female","United-States"
39,"Black","Female","Jamaica"
38,"White","Female","United-States"
54,"White","Male","United-States"
57,"White","Male","United-States"
35,"White","Male","United-States"
44,"Asian-Pac-Islander","Male","Taiwan"
36,"White","Male","United-States"
58,"White","Male","United-States"
39,"Black","Female","United-States"
25,"White","Female","Italy"
54,"White","Male","United-States"
23,"White","Female","United-States"
37,"White","Male","United-States"
60,"Black","Male","United-States"
66,"White","Female","United-States"
36,"Black","Male","United-States"
29,"Asian-Pac-Islander","Male","India"
29,"Asian-Pac-Islander","Female","Taiwan"
25,"White","Female","United-States"
23,"White","Male","United-States"
38,"Black","Male","United-States"
33,"White","Male","United-States"
49,"White","Male","United-States"
57,"White","Male","United-States"
57,"White","Male","United-States"
46,"White","Female","United-States"
37,"White","Male","United-States"
43,"White","Male","United-States"
26,"White","Female","United-States"
40,"White","Female","United-States"
39,"Amer-Indian-Eskimo","Male","United-States"
39,"Black","Female","United-States"
31,"White","Male","United-States"
31,"Other","Male","Mexico"
27,"Black","Female","United-States"
36,"White","Male","Iran"
40,"White","Female","England"
57,"White","Male","Mexico"
24,"White","Female","United-States"
30,"White","Male","United-States"
28,"White","Male","United-States"
22,"White","Male","United-States"
31,"White","Male","United-States"
33,"White","Male","United-States"
20,"White","Male","United-States"
25,"Other","Male","Mexico"
49,"White","Male","United-States"
21,"White","Female","United-States"
45,"White","Male","United-States"
36,"White","Male","United-States"
41,"White","Female","Mexico"
23,"White","Male","United-States"
47,"White","Male","United-States"
41,"White","Male","United-States"
30,"White","Female","United-States"
29,"White","Male","United-States"
31,"White","Female","United-States"
55,"Asian-Pac-Islander","Male","Philippines"
19,"White","Male","United-States"
31,"White","Female","United-States"
18,"White","Male","United-States"
68,"White","Female","United-States"
36,"Black","Female","United-States"
44,"White","Male","United-States"
58,"White","Female","United-States"
20,"Black","Female","United-States"
18,"White","Male","United-States"
32,"White","Female","United-States"
49,"White","Female","United-States"
34,"White","Male","United-States"
22,"White","Female","United-States"
40,"White","Male","United-States"
35,"White","Male","United-States"
44,"Asian-Pac-Islander","Male","Vietnam"
55,"White","Female","United-States"
21,"White","Male","United-States"
54,"White","Female","United-States"
39,"White","Female","United-States"
52,"White","Male","United-States"
57,"White","Male","United-States"
58,"White","Female","United-States"
27,"White","Male","United-States"
41,"White","Male","United-States"
18,"White","Female","United-States"
58,"White","Male","Mexico"
50,"White","Male","Cuba"
31,"White","Male","United-States"
32,"White","Male","United-States"
37,"White","Male","United-States"
26,"White","Male","United-States"
33,"White","Male","United-States"
35,"Black","Female","United-States"
44,"White","Female","Mexico"
26,"White","Male","Mexico"
48,"White","Male","United-States"
40,"White","Male","United-States"
62,"White","Male","United-States"
37,"White","Male","United-States"
18,"White","Male","United-States"
48,"Other","Female","Ecuador"
45,"White","Male","United-States"
35,"White","Male","United-States"
35,"White","Male","United-States"
34,"White","Male","United-States"
29,"White","Female","Cuba"
19,"White","Male","United-States"
53,"White","Male","United-States"
49,"White","Male","United-States"
71,"White","Female","United-States"
38,"White","Male","Mexico"
39,"White","Male","United-States"
23,"White","Female","United-States"
29,"White","Male","United-States"
52,"White","Male","United-States"
41,"White","Female","United-States"
20,"White","Male","United-States"
30,"White","Male","United-States"
56,"Black","Female","United-States"
26,"White","Female","United-States"
36,"White","Female","United-States"
26,"Black","Female","United-States"
58,"Black","Male","United-States"
24,"White","Male","United-States"
41,"Asian-Pac-Islander","Female","United-States"
27,"White","Male","United-States"
28,"White","Male","United-States"
57,"White","Male","United-States"
21,"White","Female","United-States"
50,"White","Male","United-States"
27,"Black","Male","United-States"
58,"White","Female","United-States"
27,"White","Male","United-States"
36,"Black","Female","United-States"
68,"White","Male","United-States"
33,"White","Female","United-States"
19,"White","Female","United-States"
26,"Black","Female","United-States"
37,"Black","Female","United-States"
53,"White","Male","United-States"
32,"Black","Male","United-States"
18,"White","Female","United-States"
53,"White","Male","United-States"
40,"White","Male","United-States"
50,"White","Female","United-States"
43,"White","Female","United-States"
60,"White","Male","United-States"
28,"White","Female","United-States"
34,"White","Male","United-States"
37,"White","Male","United-States"
25,"White","Male","United-States"
46,"White","Male","United-States"
21,"White","Male","Dominican-Republic"
26,"White","Female","United-States"
47,"White","Female","United-States"
18,"White","Male","United-States"
22,"White","Female","United-States"
36,"White","Female","United-States"
59,"White","Male","United-States"
33,"White","Female","El-Salvador"
33,"White","Male","England"
53,"Asian-Pac-Islander","Female","South"
44,"White","Male","United-States"
55,"White","Male","United-States"
56,"White","Male","United-States"
54,"White","Female","United-States"
51,"White","Male","United-States"
31,"White","Female","United-States"
43,"White","Male","United-States"
44,"White","Female","United-States"
22,"White","Male","United-States"
43,"Amer-Indian-Eskimo","Male","United-States"
26,"Black","Female","United-States"
30,"White","Male","United-States"
30,"White","Male","United-States"
46,"White","Male","United-States"
27,"White","Male","United-States"
26,"White","Male","United-States"
36,"White","Male","United-States"
25,"White","Male","United-States"
30,"Black","Female","United-States"
46,"Black","Male","United-States"
47,"Black","Female","United-States"
66,"White","Male","United-States"
43,"White","Male","United-States"
36,"White","Male","United-States"
44,"White","Female","United-States"
42,"White","Male","United-States"
39,"White","Male","Philippines"
36,"White","Male","United-States"
60,"White","Male","United-States"
37,"White","Male","United-States"
26,"White","Male","United-States"
24,"White","Female","United-States"
45,"White","Female","United-States"
54,"White","Male","United-States"
22,"White","Female","United-States"
63,"White","Male","United-States"
22,"White","Male","United-States"
27,"White","Male","United-States"
33,"White","Male","Mexico"
64,"White","Female","United-States"
50,"White","Male","United-States"
44,"White","Female","United-States"
31,"White","Male","United-States"
44,"Asian-Pac-Islander","Female","Vietnam"
53,"White","Male","United-States"
33,"White","Female","United-States"
34,"White","Male","United-States"
27,"White","Male","United-States"
80,"White","Male","United-States"
31,"White","Female","United-States"
40,"Black","Male","United-States"
53,"White","Male","United-States"
58,"White","Male","United-States"
38,"White","Male","United-States"
33,"White","Male","United-States"
48,"White","Male","Mexico"
23,"Black","Female","United-States"
31,"White","Male","United-States"
52,"White","Male","United-States"
24,"White","Male","United-States"
45,"White","Male","United-States"
36,"White","Female","United-States"
52,"White","Female","Mexico"
54,"White","Male","United-States"
39,"White","Male","United-States"
40,"White","Male","United-States"
28,"Asian-Pac-Islander","Male","United-States"
23,"White","Female","United-States"
36,"Black","Male","United-States"
22,"White","Female","United-States"
55,"White","Male","United-States"
71,"White","Male","United-States"
47,"White","Male","United-States"
17,"White","Male","United-States"
31,"White","Female","United-States"
46,"White","Male","United-States"
27,"White","Female","United-States"
39,"White","Male","United-States"
40,"White","Female","United-States"
30,"White","Female","United-States"
17,"White","Male","United-States"
33,"White","Male","United-States"
72,"White","Male","United-States"
34,"White","Female","United-States"
65,"Asian-Pac-Islander","Male","Cambodia"
36,"White","Male","United-States"
32,"White","Male","United-States"
26,"White","Male","Mexico"
22,"White","Male","United-States"
47,"White","Male","United-States"
31,"White","Male","United-States"
28,"White","Male","United-States"
38,"White","Female","Italy"
34,"White","Male","United-States"
44,"White","Male","United-States"
27,"Asian-Pac-Islander","Male","United-States"
50,"White","Male","United-States"
47,"Black","Female","United-States"
20,"White","Male","United-States"
24,"White","Male","United-States"
29,"White","Male","United-States"
37,"Black","Female","United-States"
42,"White","Male","United-States"
68,"White","Female","United-States"
22,"Asian-Pac-Islander","Female","Vietnam"
72,"White","Male","United-States"
45,"Black","Male","United-States"
30,"Black","Male","United-States"
33,"White","Male","United-States"
43,"White","Male","United-States"
56,"White","Male","United-States"
25,"White","Male","United-States"
41,"White","Female","Guatemala"
25,"White","Female","United-States"
31,"White","Male","United-States"
36,"White","Male","United-States"
37,"White","Male","United-States"
58,"White","Male","United-States"
26,"Black","Female","United-States"
55,"White","Male","Canada"
46,"White","Male","United-States"
44,"White","Female","United-States"
44,"Black","Male","United-States"
28,"White","Male","United-States"
42,"White","Male","United-States"
41,"White","Male","United-States"
39,"White","Male","United-States"
64,"White","Male","United-States"
20,"White","Male","United-States"
45,"White","Male","United-States"
31,"White","Male","United-States"
36,"White","Male","United-States"
32,"Other","Female","Mexico"
33,"White","Male","United-States"
51,"White","Female","United-States"
36,"White","Male","United-States"
40,"White","Male","United-States"
44,"White","Male","United-States"
40,"White","Female","England"
46,"White","Female","United-States"
31,"White","Male","United-States"
30,"White","Female","United-States"
26,"White","Male","United-States"
25,"White","Male","United-States"
35,"White","Male","United-States"
29,"White","Male","United-States"
39,"White","Male","United-States"
44,"White","Male","United-States"
37,"White","Male","United-States"
79,"White","Male","United-States"
36,"Black","Male","United-States"
44,"White","Male","United-States"
23,"White","Male","United-States"
27,"White","Female","United-States"
46,"White","Male","United-States"
58,"White","Male","United-States"
36,"White","Male","United-States"
36,"White","Male","United-States"
21,"White","Male","United-States"
41,"White","Female","United-States"
49,"White","Male","United-States"
34,"White","Female","United-States"
29,"White","Male","Peru"
63,"White","Male","United-States"
29,"White","Female","United-States"
65,"White","Male","United-States"
26,"White","Female","United-States"
42,"Asian-Pac-Islander","Male","Taiwan"
44,"Asian-Pac-Islander","Female","United-States"
41,"White","Male","United-States"
22,"Black","Female","Haiti"
18,"White","Male","United-States"
33,"White","Male","United-States"
46,"White","Male","United-States"
49,"White","Female","United-States"
41,"White","Female","United-States"
52,"White","Female","United-States"
40,"White","Male","United-States"
53,"White","Female","United-States"
45,"White","Male","United-States"
30,"White","Male","United-States"
56,"White","Male","United-States"
24,"White","Male","United-States"
71,"White","Male","United-States"
20,"White","Female","United-States"
26,"White","Male","United-States"
34,"White","Male","United-States"
49,"White","Female","United-States"
48,"White","Male","United-States"
22,"White","Female","United-States"
30,"White","Male","United-States"
51,"White","Male","United-States"
46,"White","Female","United-States"
32,"White","Male","United-States"
42,"Amer-Indian-Eskimo","Female","South"
52,"White","Male","United-States"
57,"Black","Female","United-States"
35,"White","Female","United-States"
52,"White","Male","United-States"
36,"White","Female","United-States"
33,"White","Male","Cuba"
67,"Black","Male","United-States"
31,"White","Male","United-States"
31,"White","Male","United-States"
28,"White","Male","United-States"
36,"White","Male","United-States"
58,"White","Male","United-States"
56,"White","Male","United-States"
35,"White","Male","United-States"
37,"White","Male","United-States"
44,"White","Female","United-States"
26,"White","Male","United-States"
51,"White","Male","United-States"
31,"White","Male","United-States"
30,"White","Female","El-Salvador"
20,"White","Female","United-States"
21,"Asian-Pac-Islander","Female","United-States"
37,"White","Male","United-States"
53,"White","Male","United-States"
54,"White","Male","United-States"
30,"White","Male","United-States"
43,"White","Female","United-States"
48,"White","Female","United-States"
42,"White","Male","United-States"
62,"White","Male","United-States"
31,"White","Male","United-States"
22,"White","Male","United-States"
45,"White","Male","United-States"
34,"White","Male","United-States"
64,"White","Male","United-States"
42,"White","Male","United-States"
60,"White","Male","United-States"
44,"White","Male","United-States"
53,"White","Male","United-States"
37,"White","Male","United-States"
23,"White","Female","United-States"
28,"Asian-Pac-Islander","Male","Taiwan"
55,"White","Male","United-States"
58,"White","Female","United-States"
74,"White","Male","United-States"
27,"White","Male","United-States"
37,"Black","Female","United-States"
44,"White","Male","United-States"
23,"White","Male","United-States"
41,"White","Male","Yugoslavia"
45,"Asian-Pac-Islander","Male","United-States"
29,"White","Male","United-States"
33,"White","Male","United-States"
61,"White","Male","United-States"
29,"Other","Female","United-States"
22,"White","Male","United-States"
28,"White","Male","El-Salvador"
30,"White","Female","United-States"
20,"White","Male","United-States"
45,"White","Male","United-States"
42,"White","Female","United-States"
34,"White","Male","United-States"
31,"White","Male","United-States"
23,"White","Female","United-States"
50,"White","Male","United-States"
40,"White","Male","United-States"
57,"White","Female","United-States"
35,"White","Female","United-States"
24,"White","Male","United-States"
27,"White","Female","United-States"
27,"White","Female","United-States"
45,"White","Male","United-States"
80,"White","Male","United-States"
23,"White","Male","United-States"
46,"White","Male","United-States"
38,"White","Male","United-States"
50,"White","Male","United-States"
55,"White","Male","United-States"
72,"White","Female","England"
65,"White","Female","United-States"
37,"White","Male","United-States"
39,"White","Female","United-States"
38,"White","Male","United-States"
46,"White","Male","United-States"
50,"White","Male","United-States"
54,"White","Male","United-States"
40,"White","Male","United-States"
30,"White","Male","United-States"
50,"White","Male","United-States"
28,"White","Male","United-States"
34,"White","Male","United-States"
55,"White","Male","United-States"
20,"White","Male","United-States"
21,"White","Male","United-States"
39,"White","Female","United-States"
43,"White","Male","United-States"
33,"Amer-Indian-Eskimo","Male","United-States"
26,"White","Female","United-States"
45,"White","Male","United-States"
31,"White","Female","United-States"
32,"White","Male","Mexico"
60,"White","Male","United-States"
41,"White","Male","United-States"
21,"Black","Male","United-States"
27,"Black","Female","United-States"
33,"White","Male","Mexico"
43,"White","Male","United-States"
27,"White","Male","United-States"
18,"White","Male","United-States"
48,"White","Male","United-States"
37,"White","Male","United-States"
58,"White","Male","United-States"
57,"Black","Male","United-States"
42,"White","Female","United-States"
24,"White","Male","United-States"
26,"White","Male","United-States"
43,"White","Male","United-States"
34,"White","Male","United-States"
38,"White","Female","United-States"
51,"White","Male","United-States"
49,"White","Female","United-States"
26,"White","Female","United-States"
28,"Black","Female","United-States"
22,"White","Male","United-States"
26,"White","Male","United-States"
45,"White","Male","United-States"
39,"White","Female","United-States"
23,"White","Male","United-States"
42,"White","Male","United-States"
39,"White","Male","United-States"
43,"White","Male","United-States"
33,"White","Male","United-States"
68,"White","Male","United-States"
32,"Asian-Pac-Islander","Male","United-States"
25,"Other","Male","United-States"
53,"White","Female","Italy"
38,"White","Male","United-States"
20,"White","Male","United-States"
26,"White","Male","United-States"
23,"White","Male","United-States"
43,"White","Female","United-States"
29,"White","Male","United-States"
34,"White","Female","United-States"
24,"White","Male","United-States"
44,"White","Male","United-States"
19,"White","Male","United-States"
47,"White","Male","United-States"
40,"White","Female","United-States"
45,"White","Female","United-States"
43,"Black","Female","United-States"
50,"White","Male","United-States"
29,"White","Male","United-States"
47,"White","Male","United-States"
24,"White","Male","El-Salvador"
21,"White","Female","United-States"
30,"White","Male","United-States"
74,"White","Male","United-States"
70,"White","Male","United-States"
27,"White","Male","United-States"
32,"Asian-Pac-Islander","Female","United-States"
30,"White","Male","United-States"
29,"White","Male","United-States"
18,"White","Male","United-States"
31,"White","Male","United-States"
39,"White","Male","United-States"
21,"White","Female","United-States"
31,"White","Male","United-States"
33,"White","Male","United-States"
39,"White","Male","United-States"
29,"White","Male","United-States"
34,"White","Male","United-States"
52,"White","Female","United-States"
35,"White","Male","United-States"
33,"White","Male","United-States"
43,"Asian-Pac-Islander","Male","United-States"
51,"White","Male","United-States"
36,"White","Female","United-States"
17,"White","Female","United-States"
32,"White","Male","United-States"
39,"Black","Female","United-States"
19,"White","Male","United-States"
54,"White","Male","United-States"
45,"White","Male","United-States"
47,"Black","Female","United-States"
49,"White","Male","United-States"
32,"White","Female","United-States"
28,"White","Male","United-States"
39,"White","Male","United-States"
27,"White","Male","United-States"
42,"White","Female","United-States"
24,"White","Male","United-States"
45,"White","Male","United-States"
19,"White","Male","United-States"
46,"White","Male","United-States"
50,"White","Male","United-States"
32,"White","Female","United-States"
47,"White","Male","United-States"
43,"White","Male","United-States"
29,"White","Male","United-States"
90,"White","Female","United-States"
41,"White","Female","Japan"
24,"White","Male","Mexico"
24,"White","Male","United-States"
24,"White","Female","United-States"
35,"White","Female","United-States"
30,"White","Male","United-States"
46,"White","Female","United-States"
19,"White","Female","United-States"
39,"White","Male","Mexico"
43,"White","Male","United-States"
35,"White","Female","United-States"
65,"White","Female","United-States"
34,"White","Male","United-States"
41,"White","Male","United-States"
24,"White","Male","United-States"
24,"Amer-Indian-Eskimo","Male","United-States"
34,"White","Female","France"
33,"White","Male","Cuba"
37,"White","Male","Puerto-Rico"
39,"White","Male","United-States"
58,"White","Female","United-States"
36,"White","Male","Mexico"
33,"White","Female","United-States"
42,"White","Male","United-States"
57,"White","Male","United-States"
67,"White","Male","United-States"
23,"White","Male","United-States"
35,"Amer-Indian-Eskimo","Male","United-States"
43,"White","Male","Italy"
39,"White","Male","United-States"
36,"White","Male","United-States"
29,"White","Female","United-States"
25,"White","Male","United-States"
54,"Black","Male","United-States"
24,"White","Male","United-States"
50,"Asian-Pac-Islander","Male","South"
70,"White","Male","United-States"
61,"Black","Male","United-States"
51,"White","Male","United-States"
38,"White","Male","United-States"
51,"White","Female","United-States"
28,"White","Male","United-States"
66,"White","Male","United-States"
57,"White","Male","United-States"
29,"White","Female","United-States"
21,"Black","Female","United-States"
42,"Other","Male","United-States"
74,"White","Male","United-States"
50,"White","Female","United-States"
65,"White","Female","United-States"
44,"Black","Female","United-States"
34,"White","Male","United-States"
17,"White","Male","United-States"
43,"White","Male","United-States"
32,"White","Female","United-States"
54,"White","Male","United-States"
20,"White","Female","United-States"
23,"White","Male","United-States"
34,"White","Male","United-States"
30,"White","Male","United-States"
32,"White","Male","United-States"
40,"White","Male","Ireland"
28,"Black","Male","United-States"
44,"White","Male","United-States"
29,"White","Female","Nicaragua"
28,"White","Male","Germany"
37,"White","Male","United-States"
56,"White","Male","United-States"
27,"White","Male","United-States"
34,"White","Female","United-States"
37,"White","Male","United-States"
66,"White","Male","United-States"
19,"White","Male","United-States"
60,"White","Female","United-States"
54,"White","Male","United-States"
47,"White","Male","United-States"
47,"White","Male","United-States"
48,"White","Male","United-States"
50,"White","Male","Germany"
62,"Black","Female","United-States"
45,"White","Male","United-States"
55,"White","Male","United-States"
62,"White","Female","United-States"
25,"White","Male","Guatemala"
49,"White","Female","United-States"
32,"Black","Female","United-States"
25,"Amer-Indian-Eskimo","Male","United-States"
39,"White","Male","United-States"
27,"White","Male","United-States"
43,"Black","Male","United-States"
30,"Asian-Pac-Islander","Female","South"
21,"White","Female","United-States"
33,"White","Female","United-States"
33,"White","Male","United-States"
33,"Black","Female","United-States"
70,"White","Female","United-States"
25,"Black","Male","United-States"
17,"White","Male","United-States"
20,"White","Male","United-States"
19,"Black","Male","United-States"
71,"White","Male","United-States"
31,"White","Male","United-States"
26,"White","Male","United-States"
52,"White","Male","United-States"
26,"White","Female","United-States"
38,"White","Male","United-States"
25,"White","Male","United-States"
22,"White","Female","United-States"
48,"White","Male","United-States"
53,"White","Male","United-States"
30,"White","Male","United-States"
44,"White","Male","United-States"
32,"Asian-Pac-Islander","Male","United-States"
59,"White","Male","United-States"
49,"Black","Female","United-States"
31,"White","Male","United-States"
53,"Other","Male","Puerto-Rico"
44,"White","Male","United-States"
36,"Asian-Pac-Islander","Male","Japan"
36,"White","Female","United-States"
37,"White","Male","United-States"
67,"White","Female","England"
29,"Black","Male","United-States"
52,"White","Male","United-States"
37,"White","Male","United-States"
21,"White","Female","United-States"
36,"Black","Female","United-States"
24,"Black","Female","United-States"
31,"Black","Male","United-States"
54,"White","Female","United-States"
44,"White","Male","United-States"
18,"Other","Male","United-States"
41,"White","Female","United-States"
37,"White","Female","United-States"
26,"Asian-Pac-Islander","Male","India"
68,"White","Male","Canada"
31,"White","Male","United-States"
48,"White","Male","United-States"
26,"Black","Male","United-States"
63,"White","Male","United-States"
19,"White","Male","United-States"
42,"White","Male","United-States"
64,"Asian-Pac-Islander","Male","United-States"
32,"White","Male","United-States"
50,"White","Male","United-States"
73,"Asian-Pac-Islander","Male","Philippines"
32,"Black","Female","United-States"
53,"White","Male","United-States"
58,"White","Male","United-States"
37,"White","Male","United-States"
24,"White","Male","United-States"
53,"White","Male","United-States"
23,"Other","Female","United-States"
30,"White","Female","United-States"
38,"White","Female","United-States"
28,"White","Male","United-States"
19,"White","Female","United-States"
45,"Black","Male","United-States"
26,"White","Male","United-States"
33,"White","Female","United-States"
54,"White","Female","United-States"
23,"White","Female","United-States"
43,"White","Male","United-States"
37,"White","Female","El-Salvador"
31,"White","Male","Mexico"
56,"White","Male","United-States"
25,"White","Male","United-States"
17,"Black","Female","United-States"
37,"White","Female","United-States"
60,"White","Male","United-States"
59,"White","Female","United-States"
59,"White","Male","United-States"
46,"White","Male","United-States"
24,"White","Male","United-States"
29,"White","Female","United-States"
33,"White","Female","United-States"
23,"White","Male","United-States"
20,"White","Male","Nicaragua"
60,"White","Female","United-States"
44,"Other","Female","Dominican-Republic"
18,"White","Male","United-States"
52,"Black","Female","United-States"
31,"White","Male","United-States"
30,"White","Female","United-States"
33,"White","Male","United-States"
20,"White","Female","United-States"
33,"Black","Female","United-States"
25,"Black","Female","United-States"
63,"White","Female","United-States"
63,"White","Male","United-States"
43,"White","Female","United-States"
58,"White","Female","United-States"
35,"White","Female","United-States"
42,"White","Male","United-States"
20,"White","Male","United-States"
35,"White","Male","United-States"
62,"White","Male","United-States"
41,"White","Female","United-States"
43,"White","Female","United-States"
19,"White","Male","United-States"
46,"White","Female","United-States"
47,"White","Male","United-States"
36,"White","Male","United-States"
45,"Black","Female","United-States"
48,"White","Male","United-States"
29,"Asian-Pac-Islander","Female","United-States"
48,"White","Male","United-States"
36,"Black","Female","United-States"
58,"White","Male","United-States"
43,"Black","Female","United-States"
59,"White","Male","United-States"
42,"White","Male","United-States"
33,"White","Male","United-States"
23,"White","Male","United-States"
21,"White","Male","United-States"
48,"Other","Female","Dominican-Republic"
32,"White","Male","United-States"
31,"White","Male","United-States"
66,"White","Female","United-States"
23,"White","Male","United-States"
52,"White","Female","United-States"
17,"White","Male","United-States"
35,"White","Male","United-States"
39,"White","Male","United-States"
24,"White","Female","United-States"
45,"Asian-Pac-Islander","Male","Japan"
25,"White","Male","United-States"
29,"Black","Male","United-States"
56,"White","Male","United-States"
34,"White","Male","United-States"
64,"White","Male","United-States"
27,"White","Male","United-States"
47,"White","Male","United-States"
36,"White","Male","United-States"
44,"White","Male","United-States"
31,"Black","Female","United-States"
23,"White","Female","United-States"
45,"White","Male","United-States"
31,"White","Male","United-States"
